Code_substance;Libelle_substance;Code_ARP
39727.0;AMLODIPINE;ARP000441
39727.0;AMLODIPINE;ARP000442
52431.0;PÉRINDOPRIL;ARP000442
762.0;ATÉNOLOL;ARP000443
39727.0;AMLODIPINE;ARP000443
52431.0;PÉRINDOPRIL;ARP000444
39727.0;AMLODIPINE;ARP000444
5248.0;AMOXICILLINE;ARP000445
93286.0;ACIDE CLAVULANIQUE;ARP000445
5248.0;AMOXICILLINE;ARP000446
93286.0;ACIDE CLAVULANIQUE;ARP000447
5248.0;AMOXICILLINE;ARP000447
39727.0;AMLODIPINE;ARP000448
15734.0;VALSARTAN;ARP000448
39727.0;AMLODIPINE;ARP000449
15734.0;VALSARTAN;ARP000449
2064.0;HYDROCHLOROTHIAZIDE;ARP000449
2202.0;PARACÉTAMOL;ARP000450
5717.0;ANATOXINE TÉTANIQUE ;ARP000451
47493.0;ÉTORICOXIB;ARP000452
93748.0;AMLODIPINE (BÉSILATE D');ARP000453
31416.0;IRBÉSARTAN;ARP000453
39567.0;ARTÉMÉTHER;ARP000454
67549.0;RABÉPRAZOLE;ARP000455
2092.0;IBUPROFÈNE;ARP000456
2202.0;PARACÉTAMOL;ARP000456
96035.0;AZITHROMYCINE;ARP000458
529.0;GLUCOSE;ARP000459
529.0;GLUCOSE ANHYDRE;ARP000459
529.0;GLUCOSE ANHYDRE;ARP000460
529.0;GLUCOSE ANHYDRE;ARP000461
66431.0;CIPROFLOXACINE;ARP000462
96035.0;AZITHROMYCINE;ARP000463
96035.0;AZITHROMYCINE;ARP000464
1023.0;VITAMINE C;ARP000465
2201.0;DEXPANTHÉNOL;ARP000466
2452.0;NICOTINAMIDE;ARP000466
48694.0;THIAMINE;ARP000466
1539.0;CYANOCOBALAMINE;ARP000466
2284.0;PYRIDOXINE;ARP000466
23046.0;MALÉATE DE FLUVOXAMINE;ARP000467
1023.0;VITAMINE C;ARP000468
3984.0;PYRIDOXINE (CHLORHYDRATE DE);ARP000468
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP000468
1823.0;CHLORHYDRATE DE THIAMINE;ARP000468
1539.0;CYANOCOBALAMINE;ARP000468
4503.0;KÉTAMINE (CHLORHYDRATE DE);ARP000468
196.0;LÉVONORGESTREL;ARP000471
59700.0;CILASTATINE;ARP000472
1205.0;BACITRACINE;ARP000473
55004.0;BLÉOMYCINE;ARP000473
4963.0;DIISÉTHIONATE D'HEXAMIDINE;ARP000474
66431.0;CIPROFLOXACINE;ARP000475
28165.0;AMOXICILLINE TRIHYDRATÉE;ARP000476
29442.0;CLAVULANATE DE POTASSIUM;ARP000476
5248.0;AMOXICILLINE;ARP000476
93286.0;ACIDE CLAVULANIQUE;ARP000476
28165.0;AMOXICILLINE TRIHYDRATÉE;ARP000477
5248.0;AMOXICILLINE;ARP000477
974.0;ORNIDAZOLE;ARP000478
66431.0;CIPROFLOXACINE;ARP000478
342.0;TRIMÉTHOPRIME;ARP000479
2878.0;SULFAMÉTHOXAZOLE;ARP000479
342.0;TRIMÉTHOPRIME;ARP000480
2878.0;SULFAMÉTHOXAZOLE;ARP000480
2878.0;SULFAMÉTHOXAZOLE;ARP000481
342.0;TRIMÉTHOPRIME;ARP000481
6825.0;MUPIROCINE;ARP000482
1379.0;BROMURE DE CÉTHEXONIUM;ARP000483
4455.0;SULFATE DE NÉOMYCINE;ARP000487
36528.0;APRACLONIDINE;ARP000488
48788.0;SALICYLATE D'ISOAMYLE;ARP000491
568.0;LÉVOMENTHOL;ARP000491
436.0;CAMPHRE RACÉMIQUE;ARP000491
66431.0;CIPROFLOXACINE;ARP000492
59885.0;BÉCLOMÉTASONE BASE;ARP000493
1023.0;VITAMINE C;ARP000494
4179.0;DIPROPIONATE DE BÉCLOMÉTASONE;ARP000495
2452.0;NICOTINAMIDE;ARP000496
1023.0;VITAMINE C;ARP000496
1823.0;CHLORHYDRATE DE THIAMINE;ARP000496
2201.0;DEXPANTHÉNOL;ARP000496
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP000496
2452.0;NICOTINAMIDE;ARP000497
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP000497
1823.0;CHLORHYDRATE DE THIAMINE;ARP000497
2201.0;DEXPANTHÉNOL;ARP000497
44778.0;SULBACTAM;ARP000498
35232.0;CEFTRIAXONE;ARP000498
2452.0;NICOTINAMIDE;ARP000499
72.0;BIOTINE;ARP000499
1023.0;VITAMINE C;ARP000499
4773.0;OMÉPRAZOLE;ARP000501
3348.0;ALBENDAZOLE;ARP000502
2678.0;CHLORHYDRATE DE DIPHÉNHYDRAMINE;ARP000503
5033.0;BENZATHINE BENZYLPÉNICILLINE;ARP000504
889.0;PEROXYDE DE BENZOYLE;ARP000505
2201.0;DEXPANTHÉNOL;ARP000509
2201.0;DEXPANTHÉNOL;ARP000510
2201.0;DEXPANTHÉNOL;ARP000511
464.0;CHLORHYDRATE DE CLONIDINE;ARP000511
2878.0;SULFAMÉTHOXAZOLE;ARP000512
342.0;TRIMÉTHOPRIME;ARP000512
68783.0;LÉVOTHYROXINE;ARP000513
1261.0;BÉTAMÉTHASONE;ARP000516
1261.0;BÉTAMÉTHASONE;ARP000517
13835.0;CLOXACILLINE;ARP000518
5248.0;AMOXICILLINE;ARP000518
3496.0;POLYVIDONE IODÉE;ARP000519
1261.0;BÉTAMÉTHASONE;ARP000522
2382.0;MÉTRONIDAZOLE;ARP000522
4730.0;BÉTAMÉTHASONE (DIPROPIONATE DE);ARP000523
1261.0;BÉTAMÉTHASONE;ARP000523
1261.0;BÉTAMÉTHASONE;ARP000524
1261.0;BÉTAMÉTHASONE;ARP000525
4818.0;CLIOQUINOL;ARP000525
1261.0;BÉTAMÉTHASONE;ARP000526
15009.0;TIMOLOL;ARP000528
1261.0;BÉTAMÉTHASONE;ARP000529
1261.0;BÉTAMÉTHASONE;ARP000530
55004.0;BLÉOMYCINE;ARP000530
1261.0;BÉTAMÉTHASONE;ARP000531
823.0;KÉTOPROFÈNE;ARP000534
2382.0;MÉTRONIDAZOLE;ARP000535
975.0;SPIRAMYCINE;ARP000535
819.0;INDAPAMIDE;ARP000536
69916.0;PÉRINDOPRIL ARGININE;ARP000536
4155.0;CITRATE DE SODIUM;ARP000538
342.0;TRIMÉTHOPRIME;ARP000540
2878.0;SULFAMÉTHOXAZOLE;ARP000540
7436.0;BISOPROLOL (FUMARATE DE);ARP000541
97658.0;BISOPROLOL;ARP000541
17637.0;BICALUTAMIDE;ARP000542
2382.0;MÉTRONIDAZOLE;ARP000543
975.0;SPIRAMYCINE;ARP000543
5562.0;VALPROATE DE SODIUM;ARP000547
24321.0;CHLORHYDRATE DE METFORMINE;ARP000548
24321.0;METFORMINE (CHLORHYDRATE DE);ARP000548
51827.0;BILASTINE;ARP000549
6431.0;LORATADINE;ARP000550
24296.0;LUMÉFANTRINE;ARP000551
39567.0;ARTÉMÉTHER;ARP000551
2382.0;MÉTRONIDAZOLE;ARP000552
24563.0;CLARITHROMYCINE;ARP000553
96035.0;AZITHROMYCINE;ARP000554
521.0;GAÏACOL;ARP000556
2109.0;PHOLCODINE;ARP000556
675.0;VALINE;ARP000557
5248.0;AMOXICILLINE;ARP000558
93286.0;ACIDE CLAVULANIQUE;ARP000558
195.0;CÉFADROXIL;ARP000559
94881.0;MAGNÉSIUM;ARP000561
1023.0;VITAMINE C;ARP000562
1023.0;VITAMINE C;ARP000563
1023.0;VITAMINE C;ARP000564
1023.0;VITAMINE C;ARP000565
1040.0;ACIDE FOLIQUE;ARP000566
1040.0;ACIDE FOLIQUE;ARP000567
1023.0;ACIDE ASCORBIQUE;ARP000567
4196.0;CITRATE DE CAFÉINE;ARP000567
2997.0;FUMARATE FERREUX;ARP000568
1040.0;ACIDE FOLIQUE;ARP000568
931.0;SULFATE DE ZINC;ARP000568
1023.0;ACIDE ASCORBIQUE;ARP000568
69215.0;FLUCLOXACILLINE;ARP000569
2006.0;GRISÉOFULVINE;ARP000570
984.0;DOMPÉRIDONE;ARP000572
819.0;INDAPAMIDE;ARP000573
52431.0;PÉRINDOPRIL;ARP000573
69916.0;PÉRINDOPRIL ARGININE;ARP000573
3778.0;CHLORHEXIDINE (GLUCONATE DE);ARP000574
4771.0;BENZALKONIUM (CHLORURE DE);ARP000574
97658.0;BISOPROLOL;ARP000577
97658.0;BISOPROLOL;ARP000578
7436.0;BISOPROLOL (FUMARATE DE);ARP000579
97658.0;BISOPROLOL;ARP000579
7436.0;HÉMIFUMARATE DE BISOPROLOL;ARP000580
7436.0;FUMARATE DE BISOPROLOL;ARP000581
975.0;SPIRAMYCINE;ARP000582
2382.0;MÉTRONIDAZOLE;ARP000582
76119.0;LOPÉRAMIDE;ARP000583
98159.0;TADALAFIL;ARP000584
2357.0;MALÉATE DE MÉTHYLERGOMÉTRINE;ARP000585
762.0;ATÉNOLOL;ARP000586
1434.0;CHLORTALIDONE;ARP000587
762.0;ATÉNOLOL;ARP000587
4921.0;SULFATE DE GLUCOSAMINE;ARP000589
66431.0;CIPROFLOXACINE;ARP000590
637.0;BENZOATE DE SODIUM;ARP000591
1023.0;VITAMINE C;ARP000592
99059.0;PROTÉINE C HUMAINE ;ARP000592
24277.0;ACIDE IBANDRONIQUE;ARP000593
420.0;CAFÉINE;ARP000594
2202.0;PARACÉTAMOL;ARP000594
45087.0;RISÉDRONATE MONOSODIQUE;ARP000595
12662.0;PHOSPHATE DISODIQUE;ARP000595
3127.0;THIOSULFATE DE SODIUM;ARP000595
25336.0;PIROXICAM;ARP000596
4857.0;SULFATE DE TERBUTALINE;ARP000597
4857.0;SULFATE DE TERBUTALINE;ARP000598
4857.0;SULFATE DE TERBUTALINE;ARP000599
21374.0;ÉRIBULINE;ARP000600
38467.0;BRIMONIDINE;ARP000601
907.0;BROMAZÉPAM;ARP000602
907.0;BROMAZÉPAM;ARP000603
3193.0;MALÉATE DE CHLORPHÉNAMINE;ARP000604
2109.0;PHOLCODINE;ARP000604
3044.0;CARBOCISTÉINE;ARP000605
637.0;BENZOATE DE SODIUM;ARP000606
2109.0;PHOLCODINE;ARP000606
5565.0;BROMURE DE SODIUM;ARP000606
2878.0;SULFAMÉTHOXAZOLE;ARP000607
342.0;TRIMÉTHOPRIME;ARP000607
90.0;SULFATE DE POTASSIUM;ARP000607
3044.0;CARBOCISTÉINE;ARP000608
3193.0;MALÉATE DE CHLORPHÉNAMINE;ARP000610
3691.0;GUAÏFÉNÉSINE;ARP000610
24245.0;CHLORHYDRATE D'AMBROXOL;ARP000610
4857.0;SULFATE DE TERBUTALINE;ARP000610
63854.0;CÉLÉCOXIB;ARP000611
2092.0;IBUPROFÈNE;ARP000612
2811.0;PHÉNAZONE;ARP000613
608.0;PHÉNOL;ARP000613
5557.0;SALICYLATE DE SODIUM;ARP000613
127.0;BAUME DU PÉROU;ARP000613
929.0;OXYDE DE ZINC;ARP000613
30911.0;CICLOPIROX OLAMINE;ARP000614
2092.0;IBUPROFÈNE;ARP000615
2202.0;PARACÉTAMOL;ARP000615
25336.0;PIROXICAM;ARP000616
538.0;MÉNOTROPINE ;ARP000617
659.0;THYMOL;ARP000618
690.0;ACIDE SALICYLIQUE;ARP000618
5432.0;CHLORHYDRATE DE LIDOCAÏNE;ARP000618
24381.0;BUDÉSONIDE;ARP000619
24381.0;BUDÉSONIDE;ARP000620
2338.0;CHLORHYDRATE DE NALBUPHINE;ARP000623
23156.0;LÉVOBUPIVACAÏNE;ARP000624
22129.0;CHLORHYDRATE DE LÉVOBUPIVACAÏNE;ARP000625
23156.0;LÉVOBUPIVACAÏNE;ARP000626
23156.0;LÉVOBUPIVACAÏNE;ARP000627
3559.0;SULFATE DE SALBUTAMOL;ARP000629
626.0;SALBUTAMOL;ARP000629
1261.0;BÉTAMÉTHASONE;ARP000632
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP000633
2202.0;PARACÉTAMOL;ARP000634
2092.0;IBUPROFÈNE;ARP000634
66431.0;CIPROFLOXACINE;ARP000635
2202.0;PARACÉTAMOL;ARP000636
2092.0;IBUPROFÈNE;ARP000636
35232.0;CEFTRIAXONE;ARP000637
4788.0;GLUCONOLACTATE DE CALCIUM;ARP000638
428.0;CARBONATE DE CALCIUM;ARP000638
1023.0;ACIDE ASCORBIQUE;ARP000638
32131.0;CABERGOLINE;ARP000639
17061.0;CEFPODOXIME;ARP000640
5.0;ACIDE ACÉTYLSALICYLIQUE;ARP000641
1525.0;CHOLÉCALCIFÉROL;ARP000642
1023.0;ACIDE ASCORBIQUE;ARP000642
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP000642
39727.0;AMLODIPINE;ARP000643
1525.0;VITAMINE D3;ARP000644
39727.0;AMLODIPINE;ARP000645
39727.0;AMLODIPINE;ARP000646
1023.0;VITAMINE C;ARP000647
430.0;CALCIUM (CHLORURE DE);ARP000648
4788.0;GLUCONOLACTATE DE CALCIUM;ARP000649
1023.0;ACIDE ASCORBIQUE;ARP000649
1525.0;CHOLÉCALCIFÉROL;ARP000650
1023.0;ACIDE ASCORBIQUE;ARP000651
4413.0;CARBONATE DE MAGNÉSIUM;ARP000652
428.0;CARBONATE DE CALCIUM;ARP000652
25936.0;PHOSPHATE DE CODÉINE ANHYDRE;ARP000654
2678.0;CHLORHYDRATE DE DIPHÉNHYDRAMINE;ARP000654
1110.0;CHLORURE D'AMBÉNONIUM;ARP000654
73952.0;IRINOTÉCAN;ARP000656
1110.0;CHLORURE D'AMBÉNONIUM;ARP000657
3229.0;BROMHYDRATE DE DEXTROMÉTHORPHANE;ARP000657
2278.0;CHLORHYDRATE DE PSEUDOÉPHÉDRINE;ARP000657
706.0;CLOTRIMAZOLE;ARP000658
11279.0;FLUCONAZOLE;ARP000659
67717.0;SILDÉNAFIL;ARP000660
2064.0;HYDROCHLOROTHIAZIDE;ARP000661
73594.0;CANDÉSARTAN CILEXÉTIL;ARP000661
91877.0;CAPÉCITABINE;ARP000662
21053.0;CAPTOPRIL;ARP000663
91877.0;CAPÉCITABINE;ARP000664
2229.0;PROGESTÉRONE;ARP000665
72.0;BIOTINE;ARP000665
20394.0;MINOXIDIL;ARP000665
21053.0;CAPTOPRIL;ARP000666
21053.0;CAPTOPRIL;ARP000667
21053.0;CAPTOPRIL;ARP000668
21053.0;CAPTOPRIL;ARP000669
2064.0;HYDROCHLOROTHIAZIDE;ARP000670
21053.0;CAPTOPRIL;ARP000670
4204.0;CHARBON ACTIVÉ;ARP000671
1351.0;CARBAMAZÉPINE;ARP000672
1351.0;CARBAMAZÉPINE;ARP000673
3348.0;ALBENDAZOLE;ARP000674
1358.0;CARBIMAZOLE;ARP000675
3044.0;CARBOCISTÉINE;ARP000676
4204.0;CHARBON ACTIVÉ;ARP000677
4204.0;CHARBON ACTIVÉ;ARP000679
10394.0;SIMÉTICONE;ARP000679
4204.0;CHARBON ACTIVÉ;ARP000680
10394.0;SIMÉTICONE;ARP000680
3044.0;CARBOCISTÉINE;ARP000681
52431.0;PÉRINDOPRIL;ARP000682
819.0;INDAPAMIDE;ARP000682
2064.0;HYDROCHLOROTHIAZIDE;ARP000683
21053.0;CAPTOPRIL;ARP000683
54693.0;CLOPIDOGREL;ARP000684
55340.0;DOXAZOSINE;ARP000685
55340.0;DOXAZOSINE;ARP000686
18380.0;CHLORHYDRATE DE CARTÉOLOL;ARP000688
46310.0;GLUCOSAMINE;ARP000689
90495.0;SULFATE DE CHONDROÏTINE  ;ARP000689
27222.0;CARVÉDILOL;ARP000690
17637.0;BICALUTAMIDE;ARP000691
36592.0;DICLOFÉNAC;ARP000692
66431.0;CIPROFLOXACINE;ARP000693
76589.0;ENTÉCAVIR;ARP000694
428.0;CALCIUM (CARBONATE DE);ARP000695
1525.0;VITAMINE D3;ARP000696
594.0;FLURBIPROFÈNE;ARP000697
19757.0;CÉFAZOLINE;ARP000698
195.0;CÉFADROXIL;ARP000699
69050.0;CÉFOXITINE;ARP000701
19757.0;CÉFAZOLINE;ARP000702
19757.0;CÉFAZOLINE;ARP000704
19757.0;CÉFAZOLINE;ARP000705
33617.0;CÉFIXIME ANHYDRE;ARP000714
33617.0;CÉFIXIME ANHYDRE;ARP000715
35232.0;CEFTRIAXONE;ARP000716
85516.0;CÉFOTAXIME;ARP000718
85516.0;CÉFOTAXIME;ARP000719
35232.0;CEFTRIAXONE;ARP000720
19757.0;CÉFAZOLINE;ARP000721
17061.0;CEFPODOXIME;ARP000722
17061.0;CEFPODOXIME;ARP000723
85516.0;CÉFOTAXIME;ARP000724
35232.0;CEFTRIAXONE;ARP000727
35232.0;CEFTRIAXONE;ARP000728
5432.0;CHLORHYDRATE DE LIDOCAÏNE;ARP000728
35232.0;CEFTRIAXONE;ARP000729
35232.0;CEFTRIAXONE;ARP000730
35232.0;CEFTRIAXONE;ARP000731
44778.0;SULBACTAM;ARP000732
35232.0;CEFTRIAXONE;ARP000732
82384.0;CÉFUROXIME;ARP000733
82384.0;CÉFUROXIME;ARP000734
911.0;CÉFUROXIME SODIQUE;ARP000735
82384.0;CÉFUROXIME;ARP000735
63854.0;CÉLÉCOXIB;ARP000736
63854.0;CÉLÉCOXIB;ARP000737
63854.0;CÉLÉCOXIB;ARP000738
1261.0;BÉTAMÉTHASONE;ARP000739
1261.0;BÉTAMÉTHASONE;ARP000740
55004.0;BLÉOMYCINE;ARP000741
1261.0;BÉTAMÉTHASONE;ARP000741
1261.0;BÉTAMÉTHASONE;ARP000742
63854.0;CÉLÉCOXIB;ARP000744
2093.0;ESCULOSIDE;ARP000745
541.0;HESPÉRIDINE MÉTHYLCHALCONE;ARP000745
3860.0;HESPÉRIDINE;ARP000745
1023.0;ACIDE ASCORBIQUE;ARP000745
17061.0;CEFPODOXIME;ARP000747
25783.0;CHLORHYDRATE DE RANITIDINE;ARP000748
83.0;PIRACÉTAM;ARP000749
83.0;PIRACÉTAM;ARP000750
1023.0;ACIDE ASCORBIQUE;ARP000751
99059.0;PROTÉINE C HUMAINE ;ARP000752
82384.0;CÉFUROXIME;ARP000753
2202.0;PARACÉTAMOL;ARP000754
420.0;CAFÉINE;ARP000754
2202.0;PARACÉTAMOL;ARP000755
6018.0;CÉTRIMIDE;ARP000756
35232.0;CEFTRIAXONE;ARP000758
30925.0;CEFTRIAXONE DISODIQUE;ARP000758
37849.0;DICHLORHYDRATE DE LÉVOCÉTIRIZINE;ARP000759
35415.0;TRAMADOL;ARP000760
2202.0;PARACÉTAMOL;ARP000760
66431.0;CIPROFLOXACINE;ARP000761
66431.0;CIPROFLOXACINE;ARP000762
66431.0;CIPROFLOXACINE;ARP000763
1927.0;ACÉTONIDE DE FLUOCINOLONE;ARP000763
54353.0;LÉVOCÉTIRIZINE;ARP000765
33474.0;LATANOPROST;ARP000766
54353.0;LÉVOCÉTIRIZINE;ARP000767
4204.0;CHARBON ACTIVÉ;ARP000768
1110.0;CHLORURE D'AMBÉNONIUM;ARP000769
4155.0;CITRATE DE SODIUM;ARP000769
32743.0;FINASTÉRIDE;ARP000770
15372.0;NORFLOXACINE;ARP000771
4278.0;CHLORHYDRATE D'ÉPHÉDRINE;ARP000772
15078.0;THÉOPHYLLINE ANHYDRE;ARP000772
2825.0;PHÉNOBARBITAL;ARP000772
1.0;LOPÉRAMIDE (CHLORHYDRATE DE);ARP000774
21497.0;CHLOROQUINE;ARP000776
1430.0;CHLORPROMAZINE;ARP000777
1430.0;CHLORPROMAZINE;ARP000778
4771.0;CHLORURE DE BENZALKONIUM;ARP000779
93.0;CHLORURE DE POTASSIUM;ARP000780
93.0;CHLORURE DE POTASSIUM;ARP000781
901.0;CHLORURE DE SODIUM;ARP000782
901.0;CHLORURE DE SODIUM;ARP000783
4401.0;EAU POUR PRÉPARATIONS INJECTABLES;ARP000783
901.0;CHLORURE DE SODIUM;ARP000784
901.0;CHLORURE DE SODIUM;ARP000785
901.0;CHLORURE DE SODIUM;ARP000786
901.0;CHLORURE DE SODIUM;ARP000787
901.0;CHLORURE DE SODIUM;ARP000788
901.0;CHLORURE DE SODIUM;ARP000789
901.0;CHLORURE DE SODIUM;ARP000790
1830.0;THIOCOLCHICOSIDE;ARP000791
10171.0;SIMVASTATINE;ARP000792
1525.0;VITAMINE D3;ARP000793
981.0;ACIDE URSODÉSOXYCHOLIQUE;ARP000794
90495.0;SULFATE DE CHONDROÏTINE  ;ARP000795
46310.0;GLUCOSAMINE;ARP000796
651.0;TERPINE;ARP000800
98159.0;TADALAFIL;ARP000801
25715.0;ACICLOVIR;ARP000803
5209.0;TRIAMCINOLONE (ACÉTONIDE DE);ARP000804
4455.0;SULFATE DE NÉOMYCINE;ARP000804
62180.0;ACÉCLOFÉNAC;ARP000806
2202.0;PARACÉTAMOL;ARP000806
66431.0;CIPROFLOXACINE;ARP000807
66431.0;CIPROFLOXACINE;ARP000808
587.0;CIMÉTIDINE;ARP000809
587.0;CIMÉTIDINE;ARP000810
2092.0;IBUPROFÈNE;ARP000811
2202.0;PARACÉTAMOL;ARP000811
984.0;DOMPÉRIDONE;ARP000812
2202.0;PARACÉTAMOL;ARP000814
90615.0;PSEUDOÉPHÉDRINE;ARP000814
66431.0;CIPROFLOXACINE;ARP000815
66431.0;CIPROFLOXACINE;ARP000816
66431.0;CIPROFLOXACINE;ARP000817
66431.0;CIPROFLOXACINE;ARP000818
66431.0;CIPROFLOXACINE;ARP000819
66431.0;CIPROFLOXACINE;ARP000820
66431.0;CIPROFLOXACINE;ARP000821
66431.0;CIPROFLOXACINE;ARP000822
66431.0;CIPROFLOXACINE;ARP000823
66431.0;CIPROFLOXACINE;ARP000824
66431.0;CIPROFLOXACINE;ARP000825
66431.0;CIPROFLOXACINE;ARP000826
66431.0;CIPROFLOXACINE;ARP000827
66431.0;CIPROFLOXACINE;ARP000828
3611.0;TINIDAZOLE;ARP000828
79482.0;CHLORHYDRATE DE CIPROFLOXACINE;ARP000829
66431.0;CIPROFLOXACINE;ARP000830
66431.0;CIPROFLOXACINE;ARP000831
32109.0;CYPROHEPTADINE;ARP000832
3611.0;TINIDAZOLE;ARP000833
66431.0;CIPROFLOXACINE;ARP000833
873.0;CISPLATINE;ARP000834
587.0;CIMÉTIDINE;ARP000835
4503.0;KÉTAMINE (CHLORHYDRATE DE);ARP000836
69.0;BÉTAÏNE;ARP000836
1178.0;ARGININE;ARP000836
69.0;BÉTAÏNE;ARP000837
1040.0;ACIDE FOLIQUE;ARP000838
10171.0;SIMVASTATINE;ARP000841
49729.0;CARBOMÈRE 980;ARP000842
5248.0;AMOXICILLINE;ARP000843
2202.0;PARACÉTAMOL;ARP000844
2202.0;PARACÉTAMOL;ARP000845
1023.0;VITAMINE C;ARP000846
5.0;ACIDE ACÉTYLSALICYLIQUE;ARP000846
24563.0;CLARITHROMYCINE;ARP000847
95404.0;GADOTÉRIDOL;ARP000848
62114.0;ACIDE GADOTÉRIQUE;ARP000848
24563.0;CLARITHROMYCINE;ARP000849
24563.0;CLARITHROMYCINE;ARP000850
24563.0;CLARITHROMYCINE;ARP000851
24563.0;CLARITHROMYCINE;ARP000852
6431.0;LORATADINE;ARP000853
24563.0;CLARITHROMYCINE;ARP000854
6431.0;LORATADINE;ARP000855
24563.0;CLARITHROMYCINE;ARP000856
29442.0;POTASSIUM (CLAVULANATE DE);ARP000857
93286.0;ACIDE CLAVULANIQUE;ARP000857
5248.0;AMOXICILLINE;ARP000857
93286.0;ACIDE CLAVULANIQUE;ARP000858
5248.0;AMOXICILLINE;ARP000858
93286.0;ACIDE CLAVULANIQUE;ARP000859
5248.0;AMOXICILLINE;ARP000859
93286.0;ACIDE CLAVULANIQUE;ARP000860
5248.0;AMOXICILLINE;ARP000860
93286.0;ACIDE CLAVULANIQUE;ARP000861
5248.0;AMOXICILLINE;ARP000861
5248.0;AMOXICILLINE;ARP000862
93286.0;ACIDE CLAVULANIQUE;ARP000862
5248.0;AMOXICILLINE;ARP000863
93286.0;ACIDE CLAVULANIQUE;ARP000863
5248.0;AMOXICILLINE;ARP000864
93286.0;ACIDE CLAVULANIQUE;ARP000864
5248.0;AMOXICILLINE;ARP000865
29442.0;CLAVULANATE DE POTASSIUM;ARP000866
28165.0;AMOXICILLINE TRIHYDRATÉE;ARP000866
1765.0;DYDROGESTÉRONE;ARP000867
1786.0;ESTRADIOL;ARP000867
37.0;DICLOFÉNAC SODIQUE;ARP000869
2202.0;PARACÉTAMOL;ARP000869
36592.0;DICLOFÉNAC;ARP000870
5334.0;CITRATE DE CLOMIFÈNE;ARP000872
54693.0;CLOPIDOGREL;ARP000875
54693.0;CLOPIDOGREL;ARP000876
979.0;CÉFACLOR;ARP000878
1507.0;CLORAZÉPATE DIPOTASSIQUE;ARP000879
706.0;CLOTRIMAZOLE;ARP000880
706.0;CLOTRIMAZOLE;ARP000881
706.0;CLOTRIMAZOLE;ARP000882
706.0;CLOTRIMAZOLE;ARP000883
706.0;CLOTRIMAZOLE;ARP000884
706.0;CLOTRIMAZOLE;ARP000885
2878.0;SULFAMÉTHOXAZOLE;ARP000886
342.0;TRIMÉTHOPRIME;ARP000886
13835.0;CLOXACILLINE;ARP000888
13835.0;CLOXACILLINE;ARP000889
93286.0;ACIDE CLAVULANIQUE;ARP000890
5248.0;AMOXICILLINE;ARP000890
93286.0;ACIDE CLAVULANIQUE;ARP000891
5248.0;AMOXICILLINE;ARP000891
5248.0;AMOXICILLINE;ARP000892
93286.0;ACIDE CLAVULANIQUE;ARP000892
48528.0;LOSARTAN POTASSIQUE;ARP000893
64438.0;LOSARTAN;ARP000893
2064.0;HYDROCHLOROTHIAZIDE;ARP000893
2064.0;HYDROCHLOROTHIAZIDE;ARP000894
31416.0;IRBÉSARTAN;ARP000894
39567.0;ARTÉMÉTHER;ARP000895
24296.0;LUMÉFANTRINE;ARP000895
1608.0;DEXAMÉTHASONE;ARP000896
23654.0;TOBRAMYCINE;ARP000896
15734.0;VALSARTAN;ARP000897
2064.0;HYDROCHLOROTHIAZIDE;ARP000897
64438.0;LOSARTAN;ARP000898
2064.0;HYDROCHLOROTHIAZIDE;ARP000898
2064.0;HYDROCHLOROTHIAZIDE;ARP000899
2064.0;HYDROCHLOROTHIAZIDE;ARP000900
15734.0;VALSARTAN;ARP000900
69916.0;PÉRINDOPRIL ARGININE;ARP000901
39727.0;AMLODIPINE;ARP000901
2878.0;SULFAMÉTHOXAZOLE;ARP000902
342.0;TRIMÉTHOPRIME;ARP000902
2878.0;SULFAMÉTHOXAZOLE;ARP000903
342.0;TRIMÉTHOPRIME;ARP000903
342.0;TRIMÉTHOPRIME;ARP000904
2878.0;SULFAMÉTHOXAZOLE;ARP000904
2878.0;SULFAMÉTHOXAZOLE;ARP000905
342.0;TRIMÉTHOPRIME;ARP000905
2064.0;HYDROCHLOROTHIAZIDE;ARP000906
15734.0;VALSARTAN;ARP000906
2064.0;HYDROCHLOROTHIAZIDE;ARP000907
31416.0;IRBÉSARTAN;ARP000907
2064.0;HYDROCHLOROTHIAZIDE;ARP000908
31416.0;IRBÉSARTAN;ARP000908
93286.0;ACIDE CLAVULANIQUE;ARP000909
5248.0;AMOXICILLINE;ARP000909
31416.0;IRBÉSARTAN;ARP000910
2064.0;HYDROCHLOROTHIAZIDE;ARP000910
2064.0;HYDROCHLOROTHIAZIDE;ARP000911
31416.0;IRBÉSARTAN;ARP000911
2285.0;PYRIMÉTHAMINE;ARP000912
2285.0;PYRIMÉTHAMINE;ARP000913
24296.0;LUMÉFANTRINE;ARP000915
39567.0;ARTÉMÉTHER;ARP000915
21697.0;PIPÉRAQUINE (TÉTRAPHOSPHATE DE);ARP000916
4603.0;CALAMINE;ARP000917
467.0;CODÉINE;ARP000919
2202.0;PARACÉTAMOL;ARP000919
2202.0;PARACÉTAMOL;ARP000920
467.0;CODÉINE;ARP000920
39567.0;ARTÉMÉTHER;ARP000921
